GM1680;GM0738;GM0358;GM0197;GM0059;GM0482;GM0613;GM0361;GM0141;GM0034;GM0484;GM1723;GM0060;GM0307;GM0362;GM0363;GM0200;GM0003;GM0202;GM0106;GM0743;GM0744;GM0308;GM0489;GM0203;GM0005;GM0888;GM0370;GM0889;GM0007;GM0491;GM1724;GM0893;GM0373;GM0748;GM1859;GM1721;GM0568;GM0753;GM0209;GM0375;GM0063;GM0310;GM0585;GM1728;GM0376;GM0377;GM1901;GM0755;GM0009;GM1681;GM0147;GM0654;GM0756;GM0757;GM0758;GM0501;GM1876;GM0213;GM0899;GM0312;GM0313;GM0214;GM0381;GM0502;GM0383;GM0109;GM1706;GM0611;GM1684;GM0216;GM0148;GM1891;GM0503;GM0010;GM0762;GM0150;GM0384;GM1774;GM0221;GM0222;GM0766;GM0058;GM0505;GM0498;GM1719;GM0303;GM0225;GM0226;GM1711;GM0385;GM0228;GM0317;GM1651;GM0770;GM1903;GM0772;GM0230;GM0114;GM0388;GM0153;GM0232;GM0233;GM0777;GM1722;GM0070;GM1921;GM0779;GM0236;GM1771;GM1652;GM0907;GM0689;GM0784;GM0664;GM0785;GM0512;GM0513;GM0365;GM0786;GM0518;GM0241;GM0014;GM0015;GM1729;GM0158;GM0788;GM0392;GM0393;GM0394;GM1655;GM0160;GM0243;GM0523;GM0017;GM0072;GM0244;GM0396;GM0397;GM0246;GM0074;GM0398;GM0917;GM1658;GM0399;GM0400;GM0163;GM0530;GM0794;GM0531;GM0164;GM0796;GM0252;GM0797;GM0534;GM0798;GM0402;GM1735;GM1911;GM0118;GM0018;GM0405;GM1507;GM0321;GM0406;GM0677;GM0353;GM1884;GM0166;GM0678;GM0537;GM0928;GM1598;GM0079;GM0588;GM0542;GM1659;GM1685;GM0882;GM0415;GM0416;GM1621;GM0417;GM0022;GM0545;GM0080;GM0081;GM0546;GM0547;GM1916;GM0995;GM1640;GM0327;GM0733;GM1705;GM0553;GM0140;GM0262;GM0809;GM0331;GM0024;GM0168;GM1671;GM0263;GM1641;GM0556;GM0935;GM1663;GM0025;GM0420;GM0938;GM1908;GM1987;GM0119;GM0687;GM1842;GM1731;GM0815;GM0265;GM1709;GM1955;GM0335;GM0944;GM0424;GM0425;GM1740;GM0643;GM0946;GM0304;GM0356;GM0569;GM0267;GM0268;GM1695;GM1699;GM0171;GM0575;GM0576;GM0820;GM0302;GM0951;GM0579;GM0823;GM0824;GM1895;GM0269;GM0173;GM1773;GM0175;GM0881;GM1586;GM0826;GM0085;GM0431;GM0432;GM0086;GM0828;GM0584;GM1509;GM0437;GM0644;GM0589;GM1734;GM0590;GM1894;GM0765;GM1926;GM0439;GM0273;GM0177;GM0703;GM0274;GM0339;GM1667;GM0275;GM0340;GM0597;GM0196;GM1742;GM0603;GM1669;GM0957;GM0736;GM1674;GM0599;GM0277;GM0840;GM0441;GM0458;GM0279;GM0606;GM0088;GM0844;GM0962;GM0608;GM1676;GM0965;GM1702;GM0845;GM0846;GM1883;GM0610;GM0040;GM1714;GM0090;GM0342;GM0847;GM0848;GM0612;GM0037;GM0180;GM0532;GM0851;GM1708;GM0971;GM1904;GM0617;GM1900;GM0715;GM0093;GM0448;GM1525;GM0716;GM0281;GM0855;GM0183;GM1700;GM1730;GM0737;GM0282;GM0856;GM0450;GM0451;GM0184;GM0344;GM1581;GM0981;GM0994;GM0858;GM0047;GM0345;GM0717;GM0860;GM0861;GM0453;GM0983;GM0984;GM0620;GM0622;GM0048;GM0096;GM0718;GM0623;GM0986;GM0626;GM0285;GM0865;GM0866;GM0867;GM0627;GM0289;GM0629;GM0852;GM0988;GM0457;GM0870;GM0668;GM1701;GM0293;GM1783;GM0098;GM0614;GM0189;GM0296;GM1696;GM0352;GM0053;GM0294;GM0873;GM0632;GM1690;GM0880;GM0351;GM0874;GM0479;GM0297;GM0473;GM0707;GM0478;GM0050;GM0355;GM0299;GM0637;GM0638;GM0056;GM1892;GM0879;GM0301;GM1896;GM0642;GM0193
0.022363957;0.025935017;0.044132968;0.007160626;0.014380071;0.039196453;0.054532879;0.052550763;0.027624001;0.053204715;0.057792944;0.04352303;0;0.047888073;0.248520183;0.248365451;0.029922883;0.024761736;0.052358285;0.0315833;0.028973112;0.014413783;0.042627367;0.050101372;0.030673575;0.045430005;0.036551903;0.041711643;0.030077268;0.011014472;0.029066775;0.030809737;0.01662885;0.045468963;0.02460858;0.010906653;0.035087424;0.032856553;0.03847209;0.042677638;0.037878808;0.014139055;0.08848355;0.029976805;0.018635219;0.056711709;0.074269295;0.044175743;0.017794883;0.022711057;0.011400469;0.028885526;0.006812694;0.033964209;0.03563325;0.050570753;0.029109506;0.015354595;0.022555685;0.021606232;0.085053935;0.028058088;0.02023449;0.058290082;0.065685407;0.057179986;0.009354552;0.025005722;0.038840002;0.032654317;0.047537279;0.01867412;0.023474285;0.808957665;0.01963492;0.032586765;0.033903037;0.250611233;0.03012243;0.025357787;0.017722954;0.031783324;0.017000919;0.047887753;0.037447827;0.03033026;0.01741741;0.024768666;0.032896283;0.039054702;0.057599262;0.064031453;0.037768724;0.022754149;0.029671651;0.046995041;0.177954361;0.014485811;0.012525614;0.029092322;0.277165926;0.014340012;0.036860688;0.029808756;0.011976506;0.014111032;0.000196102;0.018748836;0.03694422;0.033740106;0.02394333;0.024154975;0.045397795;0.029573434;0.012875945;0.03687802;0.041336651;0.062769403;0.036405075;0.026029176;0.08491714;0.044531475;0.713942194;0.019909882;0.034090858;0.022835172;0.039938142;0.072269032;0.062500027;0.06076656;0.025936741;0.008860932;0.025810413;0.033995081;0.082182197;0.01231189;0.0143502;0.047252425;0.075863883;0.011828984;0.022875013;0.034568992;0.026531628;0.042067637;0.059283832;0.015133747;0.014917847;0.026090942;0.027981891;0.057116855;0.041201635;0.051379274;0.069640656;0.037331463;0.047611151;0.048445654;0.065411943;0.024894186;0.01444378;0.018399659;0.029597867;0.04488968;0.033437037;0.078660244;0.051924797;0.006519888;0.053236976;0.05025494;0.016077616;0.00956695;0.047326262;0.019678505;0.031723276;0.023146435;0.022846828;0.046710797;0.038642928;0.035845841;0.027501733;0.056360031;0.038028266;0.054534444;0.054030917;0.023200086;0.03012035;0.035956946;0.023952434;0.554494843;0.098695777;0.072495127;0.0266151;0.026070038;0.041082121;0.025432951;0.030790535;0.055857709;0.018074139;0.017795291;0.028022003;0.030849908;0.029330979;0.024777507;0.032847987;0.037284503;0.024575552;0.043234293;0.514072192;0.020584484;0.027080979;0.026085036;0.051111818;0.016516218;0.017433945;0.022540802;0.086825712;0.103871533;0.015678931;0.03259379;0.024645779;0.021243233;0.019289784;0.040290255;0.037430281;0.053760482;0.052008857;0.021093997;0.040219914;0.031105258;0.027109182;0.064071585;0.042562745;0.031318635;0.468804418;0.003529287;0.028740305;0.007970698;0.060214946;0.048092358;0.041605616;0.019403469;0.026786968;0.220782581;0.029765794;0.032338521;0.016438091;0.016701019;0.027407025;0.020433464;0.01387861;0.031843839;0.016396961;0.029182322;0.016877025;0.051249258;0.025139825;0.020964258;0.040263351;0.038373917;0.015445217;0.099367834;0.029999645;0.025805551;0.039119571;0.039682309;0.027947904;0.008219474;0.095377988;0.045790686;0.033482846;0.012509838;0.003069923;0.05056112;0.019051359;0.028866408;0.02831706;0.033292806;0.043229027;0.016164474;0.017905748;0.067158829;0.029369643;0.03490195;0.050003574;0.033028711;0.156603892;0.061931987;0.018969902;0.012581692;0.035404726;0.025732956;0.056372254;0.005190856;0.028085823;0.037719118;0.045390294;0.011134152;0.028786717;0.031250452;0.03908833;0.040092355;0.033819465;0.038491573;0.027428318;0.004938195;0.023744166;0.038989238;0.025997411;0.032854568;0.040731869;0.014925439;0.017834151;0.030652897;0.016202258;0.00956642;0.034949809;0.050909765;0.031608135;0.0118965;0.001686019;0.002341866;0.006578734;0.074956984;0.012819934;0.03315898;0.227453347;0.02652167;0.015595741;0.032028576;0.022684417;0.073716961;0.024648941;0.054684971;0.049684146;0.006962668;0.402956168;0.046188327;0.014878316;0.035121225;0.025375136;0.020137393;0.039560677;0.011189126;0.022386689;0.037973984;0.05121353;0.030671696;0.023834967;0.037051029;0.048763813;0.01418882;0.004204698;0.006530729;0.052956134;0.028453045;0.084153785;0.021727749;0.041722957;0.042688811;0.029763622;0.0583467;1;0.062653633;0.058562247;0.034844902;0.05540611;0.027105061;0.028188199;0.010253639;0.035905511;0.042668648;0.013575905;0.028132495;0.031137957;0.039810998;0.036986378;0.031057435;0.02859036;0.014606404;0.008813033;0.055459543;0.017367658;0.049832711;0.036964788;0.028877598;0.046024801;0.029055295;0.037265762;0.038525754;0.039253188;0.030588359;0.119256965;0.026798685;0.067935433;0.064668241;0.046034421;0.056667101;0.02804125;0.025601139;0.011977135;0.04180889;0.040020178
